order_id,order_timestamp,order_date,year,quarter,month,region,country,currency,customer_name,customer_segment,customer_tier,customer_is_active,product_category,units_sold,gross_revenue_usd,discount_amount_usd,net_revenue_usd,total_cost_usd,gross_margin_usd,gross_margin_pct,material_cost_usd,shipping_cost_usd,tariff_cost_usd,overhead_cost_usd,carrier,month_name
1638,2025-04-06 15:08:54,2025-04-06,2025,Q2,04,North America,United States,USD,Customer Corp 196,Enterprise,Tier 2,0,Enterprise Storage,10,22809.87,1488.66,21321.21,12954.300000000003,8366.909999999996,39.24,8977.0,1836.38,527.54,1613.38,UPS Supply Chain,Apr
1640,2025-04-06 15:41:47,2025-04-06,2025,Q2,04,Europe,Germany,EUR,Customer Corp 070,SMB,Tier 2,1,Network Switches,11,26510.98,1469.74,25041.24,15756.740000000002,9284.5,37.08,11158.39,1914.44,754.87,1929.04,Maersk Freight,Apr
1646,2025-04-06 15:53:19,2025-04-06,2025,Q2,04,APAC,Australia,AUD,Customer Corp 151,SMB,Tier 2,1,Enterprise Storage,6,12392.97,978.77,11414.2,7241.77,4172.43,36.55,5158.45,1040.93,275.01,767.38,FedEx Express,Apr
1645,2025-04-06 16:29:01,2025-04-06,2025,Q2,04,APAC,Australia,AUD,Customer Corp 062,Enterprise,Tier 2,1,Cloud Hardware,3,5569.06,350.16,5218.9,3330.75,1888.1499999999996,36.18,2184.5,535.04,200.78,410.43,FedEx Express,Apr
1650,2025-04-06 17:00:01,2025-04-06,2025,Q2,04,Europe,Germany,EUR,Customer Corp 150,Enterprise,Tier 2,1,Cloud Hardware,12,19082.87,1074.27,18008.6,10232.53,7776.069999999998,43.18,7235.88,1596.63,447.84,952.18,Hapag-Lloyd,Apr
1647,2025-04-06 17:03:02,2025-04-06,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 037,Mid-Market,Tier 3,1,Edge Gateways,2,2501.05,183.59,2317.46,1389.4399999999998,928.0200000000002,40.04,1016.77,176.14,65.78,130.75,DHL Global,Apr
1636,2025-04-06 17:51:02,2025-04-06,2025,Q2,04,North America,United States,USD,Customer Corp 163,Mid-Market,Tier 1,1,Edge Gateways,16,15956.81,1041.96,14914.85,8722.1,6192.75,41.52,6171.69,1301.47,361.36,887.58,FedEx Express,Apr
1648,2025-04-06 18:10:03,2025-04-06,2025,Q2,04,North America,United States,USD,Customer Corp 050,SMB,Tier 3,1,Enterprise Storage,18,27607.61,1691.04,25916.57,15124.879999999997,10791.690000000002,41.64,10701.13,2162.98,595.72,1665.05,UPS Supply Chain,Apr
1639,2025-04-06 20:24:53,2025-04-06,2025,Q2,04,Europe,France,EUR,Customer Corp 126,Enterprise,Tier 3,1,Enterprise Storage,10,23100.52,491.5,22609.02,14811.49,7797.530000000001,34.49,10356.52,1891.59,886.21,1677.17,DHL Global,Apr
1663,2025-04-07 08:03:01,2025-04-07,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 043,Mid-Market,Tier 2,1,Enterprise Storage,23,55107.1,1592.76,53514.34,31082.370000000003,22431.969999999994,41.92,21452.44,4433.17,1071.88,4124.88,Maersk Freight,Apr
1662,2025-04-07 08:10:04,2025-04-07,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 070,SMB,Tier 2,1,Cloud Hardware,18,19226.24,642.93,18583.31,11710.490000000002,6872.82,36.98,8509.82,1569.19,473.62,1157.86,FedEx Express,Apr
1660,2025-04-07 08:25:36,2025-04-07,2025,Q2,04,APAC,Australia,AUD,Customer Corp 113,Enterprise,Tier 1,1,Cloud Hardware,20,19724.21,432.98,19291.23,11661.959999999997,7629.270000000002,39.55,8053.98,1717.37,436.22,1454.39,UPS Supply Chain,Apr
1656,2025-04-07 08:43:08,2025-04-07,2025,Q2,04,North America,Canada,CAD,Customer Corp 161,SMB,Tier 1,1,Edge Gateways,5,5909.52,164.48,5745.04,3548.97,2196.07,38.23,2438.99,526.28,184.15,399.55,UPS Supply Chain,Apr
1655,2025-04-07 10:26:41,2025-04-07,2025,Q2,04,Europe,Germany,EUR,Customer Corp 037,Mid-Market,Tier 3,1,Edge Gateways,11,22673.68,1060.33,21613.35,13417.939999999999,8195.41,37.92,9737.99,1431.83,594.72,1653.4,DHL Global,Apr
1669,2025-04-07 10:48:36,2025-04-07,2025,Q2,04,Europe,France,EUR,Customer Corp 115,Enterprise,Tier 2,0,Cloud Hardware,18,41400.84,1618.79,39782.05,24015.129999999997,15766.920000000006,39.63,17493.33,2780.44,1089.53,2651.83,Hapag-Lloyd,Apr
1653,2025-04-07 10:52:14,2025-04-07,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 029,Enterprise,Tier 3,1,Network Switches,19,41290.1,3215.04,38075.06,22691.780000000002,15383.279999999995,40.4,16312.79,3510.97,957.08,1910.94,FedEx Express,Apr
1667,2025-04-07 12:24:15,2025-04-07,2025,Q2,04,APAC,Australia,AUD,Customer Corp 003,Enterprise,Tier 1,1,Edge Gateways,11,18960.21,1337.81,17622.4,10805.43,6816.970000000001,38.68,7135.87,1663.57,673.08,1332.91,UPS Supply Chain,Apr
1661,2025-04-07 12:32:27,2025-04-07,2025,Q2,04,APAC,Australia,AUD,Customer Corp 189,Enterprise,Tier 3,1,Network Switches,14,25668.72,1638.22,24030.5,13900.97,10129.53,42.15,9796.55,2123.29,637.31,1343.82,FedEx Express,Apr
1654,2025-04-07 12:48:05,2025-04-07,2025,Q2,04,North America,United States,USD,Customer Corp 195,Enterprise,Tier 1,1,Edge Gateways,6,6673.4,191.22,6482.18,3976.98,2505.2000000000003,38.65,2844.88,630.98,174.02,327.1,FedEx Express,Apr
1670,2025-04-07 14:01:28,2025-04-07,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 080,Enterprise,Tier 3,0,Cloud Hardware,8,15048.54,1027.74,14020.8,8192.880000000001,5827.919999999998,41.57,6167.52,958.07,337.47,729.82,Maersk Freight,Apr
1671,2025-04-07 16:08:17,2025-04-07,2025,Q2,04,APAC,Japan,JPY,Customer Corp 083,Mid-Market,Tier 1,0,Edge Gateways,11,19683.49,1225.16,18458.33,11454.900000000001,7003.43,37.94,8339.36,1529.54,423.9,1162.1,FedEx Express,Apr
1658,2025-04-07 16:27:50,2025-04-07,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 024,Mid-Market,Tier 3,1,Enterprise Storage,19,43651.2,3474.73,40176.47,24823.76,15352.710000000003,38.21,17765.52,2718.3,1448.23,2891.71,DB Schenker,Apr
1664,2025-04-07 16:33:36,2025-04-07,2025,Q2,04,APAC,Australia,AUD,Customer Corp 005,Enterprise,Tier 1,1,Enterprise Storage,9,19337.18,1249.7,18087.48,11490.38,6597.1,36.47,8313.8,1449.62,576.54,1150.42,DHL Global,Apr
1657,2025-04-07 16:37:59,2025-04-07,2025,Q2,04,North America,Canada,CAD,Customer Corp 070,SMB,Tier 2,1,Edge Gateways,20,34361.7,918.03,33443.67,18945.36,14498.309999999998,43.35,13451.82,2661.78,1053.46,1778.3,FedEx Express,Apr
1659,2025-04-07 16:47:14,2025-04-07,2025,Q2,04,APAC,Japan,JPY,Customer Corp 132,Enterprise,Tier 1,1,Network Switches,8,12705.08,1015.74,11689.34,7394.990000000001,4294.349999999999,36.74,5312.47,1025.91,296.73,759.88,UPS Supply Chain,Apr
1666,2025-04-07 17:02:24,2025-04-07,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 039,Mid-Market,Tier 2,1,Network Switches,23,37733.86,2868.87,34864.99,21784.63,13080.359999999997,37.52,15498.53,2865.92,1068.22,2351.96,DB Schenker,Apr
1668,2025-04-07 19:53:15,2025-04-07,2025,Q2,04,Europe,Germany,EUR,Customer Corp 011,SMB,Tier 3,1,Cloud Hardware,21,45928.9,3598.37,42330.53,25953.789999999997,16376.740000000002,38.69,18240.35,3670.46,1057.45,2985.53,DHL Global,Apr
1652,2025-04-07 20:07:31,2025-04-07,2025,Q2,04,Europe,France,EUR,Customer Corp 121,Enterprise,Tier 2,1,Enterprise Storage,17,17719.26,481.91,17237.35,10783.33,6454.019999999999,37.44,7726.74,1418.71,644.72,993.16,Hapag-Lloyd,Apr
1665,2025-04-07 20:47:40,2025-04-07,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 197,Mid-Market,Tier 1,0,Cloud Hardware,5,6143.04,272.58,5870.46,3499.98,2370.48,40.38,2349.12,537.35,217.9,395.61,FedEx Express,Apr
1679,2025-04-08 08:06:39,2025-04-08,2025,Q2,04,Europe,Germany,EUR,Customer Corp 098,Mid-Market,Tier 2,0,Edge Gateways,22,24246.14,694.88,23551.26,14473.249999999998,9078.01,38.55,10041.98,1683.55,872.4,1875.32,Hapag-Lloyd,Apr
1692,2025-04-08 08:13:19,2025-04-08,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 027,Enterprise,Tier 3,1,Enterprise Storage,19,41946.72,2406.65,39540.07,24079.600000000002,15460.469999999998,39.1,17980.65,3201.68,861.55,2035.72,UPS Supply Chain,Apr
1675,2025-04-08 08:18:42,2025-04-08,2025,Q2,04,APAC,Australia,AUD,Customer Corp 036,Mid-Market,Tier 2,1,Edge Gateways,5,8666.09,530.34,8135.75,5298.419999999999,2837.330000000001,34.87,3712.31,735.3,290.66,560.15,UPS Supply Chain,Apr
1691,2025-04-08 08:44:12,2025-04-08,2025,Q2,04,APAC,Japan,JPY,Customer Corp 136,Mid-Market,Tier 3,1,Cloud Hardware,9,14799.07,385.2,14413.87,9134.76,5279.110000000001,36.63,6396.86,1240.73,399.28,1097.89,FedEx Express,Apr
1677,2025-04-08 09:08:01,2025-04-08,2025,Q2,04,Europe,France,EUR,Customer Corp 118,Mid-Market,Tier 3,1,Cloud Hardware,4,8119.16,525.62,7593.54,4363.68,3229.8599999999997,42.53,3117.5,471.25,171.18,603.75,DB Schenker,Apr
1674,2025-04-08 09:49:35,2025-04-08,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 092,SMB,Tier 1,1,Enterprise Storage,11,11787.69,893.9,10893.79,6201.299999999999,4692.490000000002,43.07,4582.65,705.74,219.71,693.2,DHL Global,Apr
1684,2025-04-08 10:15:20,2025-04-08,2025,Q2,04,North America,Canada,CAD,Customer Corp 054,Mid-Market,Tier 1,1,Cloud Hardware,3,4505.18,342.21,4162.97,2655.95,1507.0200000000004,36.2,1866.58,412.99,130.35,246.03,UPS Supply Chain,Apr
1680,2025-04-08 10:16:15,2025-04-08,2025,Q2,04,North America,Canada,CAD,Customer Corp 023,Enterprise,Tier 2,1,Network Switches,2,2844.23,179.62,2664.61,1735.83,928.7800000000002,34.86,1193.51,225.84,104.67,211.81,UPS Supply Chain,Apr
1682,2025-04-08 10:17:04,2025-04-08,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 101,Enterprise,Tier 1,1,Cloud Hardware,18,26394.73,1190.36,25204.37,16983.25,8221.119999999999,32.62,11305.53,2736.72,973.84,1967.16,UPS Supply Chain,Apr
1689,2025-04-08 10:52:56,2025-04-08,2025,Q2,04,APAC,Australia,AUD,Customer Corp 108,Enterprise,Tier 1,1,Cloud Hardware,14,20842.61,1500.05,19342.56,11572.329999999998,7770.230000000003,40.17,7758.25,1652.87,702.74,1458.47,FedEx Express,Apr
1676,2025-04-08 11:33:09,2025-04-08,2025,Q2,04,Europe,France,EUR,Customer Corp 102,Mid-Market,Tier 3,1,Cloud Hardware,3,4769.71,144.87,4624.84,2545.6,2079.2400000000002,44.96,1865.3,295.22,94.67,290.41,DHL Global,Apr
1688,2025-04-08 12:37:51,2025-04-08,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 079,Mid-Market,Tier 3,1,Edge Gateways,23,41342.29,1540.0,39802.29,24556.78,15245.510000000002,38.3,18009.18,3018.89,938.35,2590.36,DHL Global,Apr
1690,2025-04-08 12:39:47,2025-04-08,2025,Q2,04,North America,United States,USD,Customer Corp 095,Enterprise,Tier 1,1,Network Switches,23,47715.3,1189.81,46525.49,28083.54,18441.949999999997,39.64,20637.43,3817.11,957.78,2671.22,DHL Global,Apr
1685,2025-04-08 13:50:40,2025-04-08,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 070,SMB,Tier 2,1,Edge Gateways,3,3966.92,179.13,3787.79,2247.15,1540.6399999999999,40.67,1683.05,244.41,87.3,232.39,DHL Global,Apr
1673,2025-04-08 15:14:50,2025-04-08,2025,Q2,04,Europe,Germany,EUR,Customer Corp 074,SMB,Tier 2,1,Network Switches,14,14549.57,754.43,13795.14,8201.7,5593.439999999999,40.55,5932.57,1202.18,348.21,718.74,Hapag-Lloyd,Apr
1681,2025-04-08 15:42:11,2025-04-08,2025,Q2,04,APAC,Australia,AUD,Customer Corp 090,Enterprise,Tier 3,1,Enterprise Storage,4,6539.95,291.62,6248.33,3898.1499999999996,2350.1800000000003,37.61,2562.72,627.22,219.55,488.66,DHL Global,Apr
1683,2025-04-08 17:03:40,2025-04-08,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 160,Mid-Market,Tier 3,1,Enterprise Storage,19,29476.53,2103.9,27372.63,16812.75,10559.880000000001,38.58,11391.77,2733.75,806.56,1880.67,FedEx Express,Apr
1672,2025-04-08 17:59:49,2025-04-08,2025,Q2,04,Europe,Germany,EUR,Customer Corp 185,SMB,Tier 1,1,Network Switches,24,50615.63,3776.68,46838.95,27824.43,19014.519999999997,40.6,20671.11,3531.66,1065.84,2555.82,Maersk Freight,Apr
1687,2025-04-08 18:27:14,2025-04-08,2025,Q2,04,Europe,France,EUR,Customer Corp 197,Mid-Market,Tier 1,0,Cloud Hardware,23,46171.07,2289.32,43881.75,25290.929999999997,18590.820000000003,42.37,18067.6,2960.8,1343.83,2918.7,DB Schenker,Apr
1686,2025-04-08 18:52:05,2025-04-08,2025,Q2,04,North America,United States,USD,Customer Corp 111,Enterprise,Tier 1,1,Edge Gateways,7,9847.31,536.58,9310.73,5741.47,3569.2599999999993,38.33,3820.42,875.5,309.1,736.45,UPS Supply Chain,Apr
1693,2025-04-08 19:06:56,2025-04-08,2025,Q2,04,Europe,France,EUR,Customer Corp 122,SMB,Tier 3,1,Network Switches,5,10376.81,516.59,9860.22,5691.51,4168.709999999999,42.28,4002.6,605.1,347.46,736.35,DB Schenker,Apr
1678,2025-04-08 20:16:19,2025-04-08,2025,Q2,04,North America,United States,USD,Customer Corp 168,Enterprise,Tier 1,1,Edge Gateways,2,3292.38,150.67,3141.71,1996.61,1145.1000000000001,36.45,1398.33,306.01,114.04,178.23,DHL Global,Apr
1704,2025-04-09 08:09:06,2025-04-09,2025,Q2,04,Europe,Germany,EUR,Customer Corp 057,SMB,Tier 1,1,Cloud Hardware,11,25870.76,1663.89,24206.87,15307.250000000002,8899.619999999997,36.76,10555.19,2075.61,878.25,1798.2,Hapag-Lloyd,Apr
1713,2025-04-09 10:00:28,2025-04-09,2025,Q2,04,APAC,Australia,AUD,Customer Corp 176,Mid-Market,Tier 2,1,Enterprise Storage,6,13913.73,433.5,13480.23,8138.710000000001,5341.519999999999,39.62,5809.6,1251.75,281.92,795.44,UPS Supply Chain,Apr
1701,2025-04-09 10:05:20,2025-04-09,2025,Q2,04,Europe,Germany,EUR,Customer Corp 121,Enterprise,Tier 2,1,Enterprise Storage,16,31356.94,1297.88,30059.06,18117.989999999998,11941.070000000003,39.73,12811.65,2432.06,749.02,2125.26,Hapag-Lloyd,Apr
1711,2025-04-09 10:56:28,2025-04-09,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 068,SMB,Tier 1,1,Network Switches,17,32806.35,776.59,32029.76,18752.019999999997,13277.740000000002,41.45,12999.67,2577.7,1267.55,1907.1,DHL Global,Apr
1705,2025-04-09 11:14:42,2025-04-09,2025,Q2,04,Europe,France,EUR,Customer Corp 095,Enterprise,Tier 1,1,Enterprise Storage,17,34399.19,2264.12,32135.07,20498.530000000002,11636.539999999997,36.21,14231.29,2615.39,1091.49,2560.36,DB Schenker,Apr
1700,2025-04-09 12:25:42,2025-04-09,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 102,Mid-Market,Tier 3,1,Network Switches,5,7320.98,163.13,7157.85,4640.78,2517.0700000000006,35.17,3289.74,611.33,252.45,487.26,Hapag-Lloyd,Apr
1703,2025-04-09 12:32:04,2025-04-09,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 067,Mid-Market,Tier 2,1,Edge Gateways,8,15958.3,984.47,14973.83,9298.51,5675.32,37.9,6546.56,1141.83,472.54,1137.58,Hapag-Lloyd,Apr
1698,2025-04-09 12:35:00,2025-04-09,2025,Q2,04,Europe,France,EUR,Customer Corp 126,Enterprise,Tier 3,1,Network Switches,17,23392.71,786.02,22606.69,13386.53,9220.159999999998,40.79,9649.54,1479.88,842.46,1414.65,DHL Global,Apr
1694,2025-04-09 12:54:40,2025-04-09,2025,Q2,04,APAC,Japan,JPY,Customer Corp 194,SMB,Tier 1,1,Network Switches,13,25510.72,1454.37,24056.35,15016.089999999998,9040.26,37.58,10706.89,2344.41,725.22,1239.57,FedEx Express,Apr
1710,2025-04-09 13:24:51,2025-04-09,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 109,Mid-Market,Tier 2,1,Enterprise Storage,6,5174.12,123.56,5050.56,2954.91,2095.6500000000005,41.49,2051.06,474.33,107.19,322.33,DHL Global,Apr
1709,2025-04-09 13:49:17,2025-04-09,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 012,Enterprise,Tier 1,1,Enterprise Storage,7,8302.28,357.01,7945.27,4900.6,3044.67,38.32,3251.29,836.46,228.05,584.8,DHL Global,Apr
1696,2025-04-09 14:06:27,2025-04-09,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 121,Enterprise,Tier 2,1,Enterprise Storage,18,37187.13,1796.15,35390.98,21584.56,13806.420000000002,39.01,15811.39,2620.29,747.63,2405.25,Maersk Freight,Apr
1697,2025-04-09 14:16:30,2025-04-09,2025,Q2,04,APAC,Australia,AUD,Customer Corp 008,Enterprise,Tier 3,1,Cloud Hardware,21,33578.35,2353.42,31224.93,18572.510000000002,12652.419999999998,40.52,12733.11,3091.65,996.53,1751.22,DHL Global,Apr
1706,2025-04-09 14:16:49,2025-04-09,2025,Q2,04,North America,Canada,CAD,Customer Corp 158,Enterprise,Tier 1,1,Network Switches,11,19084.08,488.71,18595.37,11698.880000000001,6896.489999999998,37.09,7801.71,1810.49,699.36,1387.32,UPS Supply Chain,Apr
1714,2025-04-09 14:30:26,2025-04-09,2025,Q2,04,APAC,Japan,JPY,Customer Corp 168,Enterprise,Tier 1,1,Network Switches,6,9677.99,232.81,9445.18,5945.79,3499.3900000000003,37.05,4251.18,911.03,252.8,530.78,DHL Global,Apr
1708,2025-04-09 14:54:40,2025-04-09,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 115,Enterprise,Tier 2,0,Edge Gateways,5,5138.88,285.4,4853.48,3012.05,1841.4299999999994,37.94,2164.19,426.08,106.63,315.15,UPS Supply Chain,Apr
1702,2025-04-09 18:33:49,2025-04-09,2025,Q2,04,Europe,France,EUR,Customer Corp 015,Mid-Market,Tier 2,0,Enterprise Storage,11,24198.54,1047.89,23150.65,13053.3,10097.350000000002,43.62,9266.39,1421.28,563.76,1801.87,Hapag-Lloyd,Apr
1715,2025-04-09 18:44:01,2025-04-09,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 178,Enterprise,Tier 3,1,Edge Gateways,21,21276.08,1565.64,19710.44,11682.170000000002,8028.269999999997,40.73,8394.17,1422.96,581.53,1283.51,DHL Global,Apr
1695,2025-04-09 19:07:01,2025-04-09,2025,Q2,04,APAC,Australia,AUD,Customer Corp 120,Enterprise,Tier 3,1,Edge Gateways,13,30759.95,1775.5,28984.45,17567.07,11417.380000000001,39.39,11727.76,2779.7,777.2,2282.41,UPS Supply Chain,Apr
1707,2025-04-09 20:04:57,2025-04-09,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 040,Enterprise,Tier 1,1,Enterprise Storage,5,6720.49,233.92,6486.57,3988.8799999999997,2497.69,38.51,2725.77,545.55,248.36,469.2,FedEx Express,Apr
1699,2025-04-09 20:08:13,2025-04-09,2025,Q2,04,APAC,Australia,AUD,Customer Corp 173,Enterprise,Tier 3,1,Edge Gateways,13,20688.04,1618.15,19069.89,10830.609999999999,8239.28,43.21,7663.97,1636.67,479.38,1050.59,UPS Supply Chain,Apr
1712,2025-04-09 20:48:25,2025-04-09,2025,Q2,04,Europe,France,EUR,Customer Corp 076,Enterprise,Tier 2,1,Edge Gateways,18,40308.29,2512.85,37795.44,22488.760000000002,15306.68,40.5,16641.45,2644.54,878.36,2324.41,Maersk Freight,Apr
1730,2025-04-10 08:10:02,2025-04-10,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 006,Mid-Market,Tier 3,1,Cloud Hardware,18,40690.37,1875.46,38814.91,24998.120000000003,13816.79,35.6,17426.49,3982.65,1160.69,2428.29,UPS Supply Chain,Apr
1727,2025-04-10 09:10:57,2025-04-10,2025,Q2,04,North America,Canada,CAD,Customer Corp 041,SMB,Tier 3,1,Edge Gateways,5,9940.49,329.42,9611.07,5762.02,3849.0499999999993,40.05,4193.14,724.73,326.91,517.24,UPS Supply Chain,Apr
1722,2025-04-10 10:11:01,2025-04-10,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 104,SMB,Tier 2,1,Network Switches,3,4311.46,329.39,3982.07,2606.84,1375.23,34.54,1792.46,420.88,80.27,313.23,DHL Global,Apr
1718,2025-04-10 10:27:54,2025-04-10,2025,Q2,04,Europe,Netherlands,EUR,Customer Corp 081,Enterprise,Tier 1,1,Edge Gateways,15,23480.91,1507.59,21973.32,13333.210000000001,8640.109999999999,39.32,9448.78,1545.34,659.12,1679.97,Hapag-Lloyd,Apr
1719,2025-04-10 10:29:46,2025-04-10,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 020,SMB,Tier 1,1,Cloud Hardware,9,19916.96,1028.08,18888.88,11162.309999999998,7726.570000000003,40.91,7722.34,1935.87,457.13,1046.97,UPS Supply Chain,Apr
1717,2025-04-10 12:49:00,2025-04-10,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 135,Enterprise,Tier 2,1,Network Switches,17,19380.43,873.81,18506.62,11232.939999999999,7273.68,39.3,7495.71,1718.75,590.8,1427.68,UPS Supply Chain,Apr
1721,2025-04-10 12:53:35,2025-04-10,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 110,Mid-Market,Tier 1,1,Cloud Hardware,17,16680.97,498.14,16182.83,10075.04,6107.789999999999,37.74,7229.94,1349.98,609.46,885.66,UPS Supply Chain,Apr
1731,2025-04-10 12:56:52,2025-04-10,2025,Q2,04,Europe,Germany,EUR,Customer Corp 140,Enterprise,Tier 1,1,Cloud Hardware,20,48634.24,3436.81,45197.43,27543.780000000002,17653.649999999998,39.06,19692.58,3764.9,1601.48,2484.82,Hapag-Lloyd,Apr
1726,2025-04-10 13:16:03,2025-04-10,2025,Q2,04,North America,United States,USD,Customer Corp 145,SMB,Tier 3,1,Enterprise Storage,15,36961.64,2770.38,34191.26,19495.04,14696.220000000001,42.98,13687.44,2801.32,1068.7,1937.58,DHL Global,Apr
1723,2025-04-10 16:01:55,2025-04-10,2025,Q2,04,APAC,Japan,JPY,Customer Corp 047,Mid-Market,Tier 2,1,Cloud Hardware,5,12473.51,915.92,11557.59,6757.89,4799.7,41.53,4750.9,945.6,345.68,715.71,FedEx Express,Apr
1724,2025-04-10 18:00:02,2025-04-10,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 019,SMB,Tier 1,1,Enterprise Storage,2,4733.41,323.64,4409.77,2725.67,1684.1000000000004,38.19,1785.18,470.28,127.5,342.71,FedEx Express,Apr
1729,2025-04-10 18:37:23,2025-04-10,2025,Q2,04,North America,Canada,CAD,Customer Corp 102,Mid-Market,Tier 3,1,Network Switches,16,36273.94,1928.97,34344.97,21225.38,13119.59,38.2,14363.87,3046.5,1090.87,2724.14,UPS Supply Chain,Apr
1720,2025-04-10 18:56:31,2025-04-10,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 053,Mid-Market,Tier 3,1,Cloud Hardware,24,26383.4,2021.54,24361.86,14180.25,10181.61,41.79,9959.94,2068.42,858.31,1293.58,DB Schenker,Apr
1728,2025-04-10 19:26:28,2025-04-10,2025,Q2,04,Europe,France,EUR,Customer Corp 147,SMB,Tier 2,1,Enterprise Storage,9,12525.34,286.4,12238.94,7819.35,4419.59,36.11,5611.51,1039.25,349.85,818.74,Maersk Freight,Apr
1716,2025-04-10 20:01:43,2025-04-10,2025,Q2,04,APAC,Australia,AUD,Customer Corp 133,Enterprise,Tier 1,1,Enterprise Storage,20,39100.4,1195.76,37904.64,23909.100000000002,13995.539999999997,36.92,16740.03,3039.22,1347.45,2782.4,UPS Supply Chain,Apr
1725,2025-04-10 20:28:10,2025-04-10,2025,Q2,04,LATAM,Brazil,BRL,Customer Corp 075,Enterprise,Tier 3,1,Network Switches,8,8912.6,624.84,8287.76,5151.97,3135.79,37.84,3406.37,875.06,228.2,642.34,FedEx Express,Apr
1745,2025-04-11 09:22:55,2025-04-11,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 111,Enterprise,Tier 1,1,Enterprise Storage,20,22741.33,739.96,22001.37,13065.84,8935.529999999999,40.61,9110.08,2043.93,699.45,1212.38,DHL Global,Apr
1737,2025-04-11 09:58:00,2025-04-11,2025,Q2,04,Europe,Germany,EUR,Customer Corp 035,Enterprise,Tier 2,0,Cloud Hardware,6,7275.81,362.22,6913.59,3946.5200000000004,2967.0699999999997,42.92,2847.61,472.44,181.0,445.47,Hapag-Lloyd,Apr
1732,2025-04-11 10:00:10,2025-04-11,2025,Q2,04,Europe,Germany,EUR,Customer Corp 159,Enterprise,Tier 2,0,Edge Gateways,10,17217.64,1288.43,15929.21,9252.369999999999,6676.84,41.92,6930.59,1073.92,368.56,879.3,Maersk Freight,Apr
1741,2025-04-11 13:22:00,2025-04-11,2025,Q2,04,APAC,Australia,AUD,Customer Corp 169,SMB,Tier 3,0,Edge Gateways,12,27441.02,994.16,26446.86,15624.32,10822.54,40.92,10881.91,2298.45,562.15,1881.81,DHL Global,Apr
1738,2025-04-11 15:04:44,2025-04-11,2025,Q2,04,Europe,United Kingdom,GBP,Customer Corp 099,SMB,Tier 1,1,Edge Gateways,22,21074.71,678.37,20396.34,12174.849999999999,8221.490000000002,40.31,8706.96,1334.42,732.98,1400.49,Maersk Freight,Apr
1744,2025-04-11 15:31:02,2025-04-11,2025,Q2,04,North America,United States,USD,Customer Corp 182,SMB,Tier 1,1,Edge Gateways,24,57216.25,3860.55,53355.7,34150.47,19205.229999999996,35.99,23233.32,4970.07,2101.28,3845.8,UPS Supply Chain,Apr
1742,2025-04-11 15:31:58,2025-04-11,2025,Q2,04,Europe,France,EUR,Customer Corp 082,Enterprise,Tier 1,1,Edge Gateways,8,16189.22,459.36,15729.86,9254.55,6475.310000000001,41.17,6841.12,1187.96,389.4,836.07,DHL Global,Apr
1743,2025-04-11 16:34:15,2025-04-11,2025,Q2,04,APAC,Singapore,SGD,Customer Corp 152,Enterprise,Tier 1,1,Network Switches,10,15924.34,1248.94,14675.4,9407.24,5268.16,35.9,6199.79,1601.42,545.92,1060.11,FedEx Express,Apr
1739,2025-04-11 16:40:58,2025-04-11,2025,Q2,04,Europe,France,EUR,Customer Corp 059,Mid-Market,Tier 2,1,Enterprise Storage,13,15529.83,684.04,14845.79,9238.74,5607.050000000001,37.77,6779.32,958.06,378.29,1123.07,Hapag-Lloyd,Apr
1740,2025-04-11 17:37:10,2025-04-11,2025,Q2,04,North America,United States,USD,Customer Corp 103,SMB,Tier 3,1,Enterprise Storage,5,11627.04,331.51,11295.53,6363.36,4932.170000000001,43.66,4535.43,799.65,253.13,775.15,FedEx Express,Apr
